Players,AHLPPG,AHL FPG,AHL GP,NHL PPG,NHLFPG,NHL GP,WHLPPG,WHLFPG,WHL GP
Dan Tudin,0,0,5,0,0,0,0,0,0
Danny Eberly,0.8,0,5,0,0,0,0,0,0
Darryl Smith,0,0,5,0,0,0,0,0,0
David Brosseau,0,0,5,0,0,0,0,0,0
Denis Reul,0.2,0,5,0,0,0,0,0,0
Derrick LaPoint,0,0,5,0,0,0,0,0,0
Dominic Forget,0,0,5,0,0,0,0,0,0
Dominic Noel,0.2,0,5,0,0,0,0,0,0
Drew Palmer,0,0.2,5,0,0,0,0,0,0
Ed McGrane,0.2,0,5,0,0,0,0,0,0
Emmanuel Labranche,0.2,0.4,5,0,0,0,0,0,0
Eric Long,0,0,5,0,0,0,0,0,0
Hubie McDonough,0,0,5,0,0,0,0,0,0
Igor Grigorenko,0,0,5,0,0,0,0,0,0
James Pemberton,0,0,5,0,0,0,0,0,0
Jamie MacQueen,0,0,5,0,0,0,0,0,0
Jason Beatty,0,0,5,0,0,0,0,0,0
Jason Dale,0,0,5,0,0,0,0,0,0
Jason Fredricks,0,0,5,0,0,0,0,0,0
Jeff Rucinski,0,0,5,0,0,0,0,0,0
Jesse Todd,0.6,0,5,0,0,0,0,0,0
Justin Cardwell,0.2,0,5,0,0,0,0,0,0
Keith Delaney,0.2,0,5,0,0,0,0,0,0
Kevin MacDonald,0,0.4,5,0,0,0,0,0,0
Kevin McLeod,0,0,5,0,0,0,0,0,0
Kevin Pozzo,0,0,5,0,0,0,0,0,0
Mario Kempe,0,0,5,0,0,0,0,0,0
Martin Boisvenue,0.2,0,5,0,0,0,0,0,0
Mat Robinson,0.2,0,5,0,0,0,0,0,0
Matt Goody,0.2,0.6,5,0,0,0,0,0,0
Matt Mangene,0,0,5,0,0,0,0,0,0
Maxime Tanguay,0.2,0,5,0,0,0,0,0,0
Mike Amodeo,0,0.2,5,0,0,0,0,0,0
Mike Embach,0,0,5,0,0,0,0,0,0
Mike Halmo,0.2,0.2,5,0,0,0,0,0,0
Mike Sylvia,0.2,0,5,0,0,0,0,0,0
Nick Layton,0,0.2,5,0,0,0,0,0,0
Nick Oslund,0.2,0,5,0,0,0,0,0,0
Paul Cabana,0.2,0,5,0,0,0,0,0,0
Paul Vincent,1,0,5,0,0,0,0,0,0
Richard Irwin,0,0,5,0,0,0,0,0,0
Rob Concannon,0.8,0,5,0,0,0,0,0,0
Rob Ricci,0,0,5,0,0,0,0,0,0
Russell Hewson,0,0,5,0,0,0,0,0,0
Ryan Bennett,0.2,0,5,0,0,0,0,0,0
Ryan Hillier,0,0,5,0,0,0,0,0,0
Sam Roberts,0,0,5,0,0,0,0,0,0
Scott Kirton,0,0,5,0,0,0,0,0,0
Scott Morrow,1,0.2,5,0,0,0,0,0,0
Sergio Somma,0.4,0,5,0,0,0,0,0,0
Simon Olivier,0.4,0,5,0,0,0,0,0,0
Steve Birnstill,0,0,5,0,0,0,0,0,0
Taylor Matson,0.4,0,5,0,0,0,0,0,0
Thomas Dignard,0,0,5,0,0,0,0,0,0
Todd Jackson,0.2,0,5,0,0,0,0,0,0
Aaron Gill,0.166666667,0,6,0,0,0,0,0,0
Alex O'Neil,0,0.333333333,6,0,0,0,0,0,0
Andrew Fournier,0,0,6,0,0,0,0,0,0
Andrew Proskurnicki,0.166666667,0.166666667,6,0,0,0,0,0,0
Andrew Yogan,0.5,0,6,0,0,0,0,0,0
Andy Fermoyle,0,0,6,0,0,0,0,0,0
Anthony Belza,0,0,6,0,0,0,0,0,0
Bobby Farnham,0,0,6,0,0,0,0,0,0
Bobby Marshall,0.666666667,0,6,0,0,0,0,0,0
Brad Essex,0,0.333333333,6,0,0,0,0,0,0
Brandon Biggers,0.166666667,0.333333333,6,0,0,0,0,0,0
Brent Gretzky,0.666666667,0,6,0,0,0,0,0,0
Brett Bruininks,0.166666667,0.166666667,6,0,0,0,0,0,0
Chad Power,0.333333333,0,6,0,0,0,0,0,0
Chris Barton,0,0,6,0,0,0,0,0,0
Chris Gobert,0.333333333,0,6,0,0,0,0,0,0
Darin Olver,0.166666667,0,6,0,0,0,0,0,0
Darren Tiemstra,0,0,6,0,0,0,0,0,0
David Jarram,0.166666667,0.333333333,6,0,0,0,0,0,0
David Stich,0.333333333,0.166666667,6,0,0,0,0,0,0
David Wohlberg,0.166666667,0,6,0,0,0,0,0,0
Denny Kearney,0.833333333,0.166666667,6,0,0,0,0,0,0
Devin Hartnell,0,0.333333333,6,0,0,0,0,0,0
Dinos Stamoulis,0.166666667,0.5,6,0,0,0,0,0,0
Drew Omicioli,0.333333333,0,6,0,0,0,0,0,0
Ethan Cox,0.333333333,0,6,0,0,0,0,0,0
Francis Verreault,0.166666667,0,6,0,0,0,0,0,0
Gary Roach,0.333333333,0,6,0,0,0,0,0,0
Greg Barber,0,0,6,0,0,0,0,0,0
Ian Lowe,0,0,6,0,0,0,0,0,0
Jay Neal,0.833333333,0,6,0,0,0,0,0,0
Jeff Sproat,0.166666667,0,6,0,0,0,0,0,0
Jesse Bennefield,0.333333333,0,6,0,0,0,0,0,0
Jonathon Shockey,0.166666667,0.166666667,6,0,0,0,0,0,0
Jordan Hart,0,0,6,0,0,0,0,0,0
Ken Tasker,0.166666667,0.166666667,6,0,0,0,0,0,0
Kris Porter,0.166666667,0,6,0,0,0,0,0,0
Kurt Seher,0.333333333,0,6,0,0,0,0,0,0
Lonnie Loach,0.333333333,0,6,0,0,0,0,0,0
Mark Concannon,0,0,6,0,0,0,0,0,0
Mark DeSantis,0.5,0.166666667,6,0,0,0,0,0,0
Matt Schepke,0,0,6,0,0,0,0,0,0
Matt Van Horlick,0.166666667,0,6,0,0,0,0,0,0
Michael Pelech,0,0,6,0,0,0,0,0,0
Mike Martone,0,0,6,0,0,0,0,0,0
Mitch Ganzak,0.166666667,0,6,0,0,0,0,0,0
Nicklas Jensen,0.666666667,0,6,0,0,0,0,0,0
Pierre-Luc Courchesne,0.666666667,0,6,0,0,0,0,0,0
Richard Uniacke,0.166666667,0,6,0,0,0,0,0,0
Ryan Huddy,0.166666667,0,6,0,0,0,0,0,0
Ryan McKie,0,0,6,0,0,0,0,0,0
Scott Malone,0.166666667,0,6,0,0,0,0,0,0
Scott Pitt,0,0,6,0,0,0,0,0,0
Scott Reynolds,0.333333333,0,6,0,0,0,0,0,0
Sean Tallaire,0.5,0,6,0,0,0,0,0,0
Steven Delisle,0,0,6,0,0,0,0,0,0
Ted Laviolette,0,0,6,0,0,0,0,0,0
Wes Cunningham,0,0,6,0,0,0,0,0,0
Zach Harnden,0.166666667,0,6,0,0,0,0,0,0
Aaron Bendickson,0.142857143,0,7,0,0,0,0,0,0
Aaron Gens,0.285714286,0,7,0,0,0,0,0,0
Arturs Kupaks,0.142857143,0,7,0,0,0,0,0,0
Brad Bonello,0.142857143,0,7,0,0,0,0,0,0
Brad Englehart,0.285714286,0,7,0,0,0,0,0,0
Brett Parnham,0,0,7,0,0,0,0,0,0
Cameron Schilling,0,0,7,0,0,0,0,0,0
Carl Hudson,0,0.285714286,7,0,0,0,0,0,0
Chris Lynch,0.142857143,0,7,0,0,0,0,0,0
Chris Slater,0.142857143,0,7,0,0,0,0,0,0
Corey Syvret,0.142857143,0,7,0,0,0,0,0,0
Dan Ceman,0.285714286,0,7,0,0,0,0,0,0
Dan Price,0.285714286,0,7,0,0,0,0,0,0
Danick Bouchard,0,0,7,0,0,0,0,0,0
David MacDonald,0,0.142857143,7,0,0,0,0,0,0
David Rohlfs,0,0,7,0,0,0,0,0,0
Evgeny Pavlov,0.428571429,0,7,0,0,0,0,0,0
George Davis,0,0.142857143,7,0,0,0,0,0,0
Hannu Pikkarainen,0.285714286,0,7,0,0,0,0,0,0
Ilja Demidov,0.142857143,0,7,0,0,0,0,0,0
Janne Jokila,0,0,7,0,0,0,0,0,0
Jeff Scissons,0,0,7,0,0,0,0,0,0
Jeff Sirkka,0.285714286,0,7,0,0,0,0,0,0
Jeremy Mylymok,0,0.142857143,7,0,0,0,0,0,0
Jerry Keefe,0.142857143,0,7,0,0,0,0,0,0
Jim Bermingham,0.285714286,0,7,0,0,0,0,0,0
Joe Grimaldi,0.142857143,0.142857143,7,0,0,0,0,0,0
John Swanson,0.571428571,0,7,0,0,0,0,0,0
Jon Larson,0.142857143,0,7,0,0,0,0,0,0
Jonathan Roy,0.714285714,0,7,0,0,0,0,0,0
Jordan Morrison,0.142857143,0,7,0,0,0,0,0,0
Jori Lehtera,0.142857143,0,7,0,0,0,0,0,0
Kyle Ostrow,0,0,7,0,0,0,0,0,0
Matt Grennier,0,0,7,0,0,0,0,0,0
Matt Tennyson,0.285714286,0,7,0,0,0,0,0,0
Mikko Maenpaa,0.285714286,0,7,0,0,0,0,0,0
Nate Kiser,0.142857143,0.428571429,7,0,0,0,0,0,0
Nicholas Vachon,0,0.142857143,7,0,0,0,0,0,0
Olivier Proulx,0,0,7,0,0,0,0,0,0
Ondrej Nemec,0.428571429,0,7,0,0,0,0,0,0
P.C. Drouin,0.285714286,0,7,0,0,0,0,0,0
Patrick Gingras,0.428571429,0.142857143,7,0,0,0,0,0,0
Peter Hay,0,0,7,0,0,0,0,0,0
Philip Danault,0.285714286,0,7,0,0,0,0,0,0
Pierre-Luc O'Brien,0.142857143,0,7,0,0,0,0,0,0
Rick Cleaver,0.142857143,0,7,0,0,0,0,0,0
Robbie Sinclair,0.428571429,0,7,0,0,0,0,0,0
Sean Hurley,0.142857143,0,7,0,0,0,0,0,0
Steve Weidlich,0.142857143,0,7,0,0,0,0,0,0
Tyler Burton,0.285714286,0,7,0,0,0,0,0,0
Vlad Serov,0.428571429,0,7,0,0,0,0,0,0
Will O'Neill,0.428571429,0.142857143,7,0,0,0,0,0,0
Alex Penner,0,0.5,8,0,0,0,0,0,0
Andrew Hotham,0.25,0.125,8,0,0,0,0,0,0
Ben Schust,0.125,0,8,0,0,0,0,0,0
Bill McCauley,0.125,0,8,0,0,0,0,0,0
Blaine McCauley,0,0.375,8,0,0,0,0,0,0
Blair Manning,0.375,0,8,0,0,0,0,0,0
Briane Thompson,0.25,0.125,8,0,0,0,0,0,0
Bryan Brutlag,0,0,8,0,0,0,0,0,0
Chad Woollard,0.125,0.125,8,0,0,0,0,0,0
Devin Timberlake,0.25,0,8,0,0,0,0,0,0
Dominic Periard,0.25,0,8,0,0,0,0,0,0
Doug Schmidt,0.25,0,8,0,0,0,0,0,0
Drew Shore,0.375,0,8,0,0,0,0,0,0
Dustin Kuk,0.125,0.125,8,0,0,0,0,0,0
Dylan King,0.125,0,8,0,0,0,0,0,0
Eddie DelGrosso,0.25,0.125,8,0,0,0,0,0,0
Erick Lizon,0,0.5,8,0,0,0,0,0,0
Jamey Hicks,0.125,0,8,0,0,0,0,0,0
Jamie Ling,1,0,8,0,0,0,0,0,0
Jared Newman,0.125,0,8,0,0,0,0,0,0
Jason Christie,0.375,0,8,0,0,0,0,0,0
Jason Lepine,0.625,0,8,0,0,0,0,0,0
Jason Notermann,0.375,0,8,0,0,0,0,0,0
Jeremy Dehner,0.125,0,8,0,0,0,0,0,0
Jeremy Rebek,0.5,0,8,0,0,0,0,0,0
Joey Martin,0.25,0,8,0,0,0,0,0,0
Johan Halvardsson,0.25,0,8,0,0,0,0,0,0
John Campbell,0.125,0,8,0,0,0,0,0,0
Justin Aikens,0.125,0,8,0,0,0,0,0,0
Justin Florek,0.5,0,8,0,0,0,0,0,0
Kevin Caulfield,0.75,0,8,0,0,0,0,0,0
Kevin Jarman,0.25,0,8,0,0,0,0,0,0
Konstantin Shafranov,0.5,0,8,0,0,0,0,0,0
Kris Cantu,0,0,8,0,0,0,0,0,0
Louis Bedard,0.125,0.5,8,0,0,0,0,0,0
Marco Caprara,0.125,0.25,8,0,0,0,0,0,0
Marek Hrivik,0.125,0,8,0,0,0,0,0,0
Mark Pivetz,0,0,8,0,0,0,0,0,0
Mathieu Brunelle,0.125,0,8,0,0,0,0,0,0
Mathieu Melanson,0.125,0,8,0,0,0,0,0,0
Matt Clarke,0.125,0,8,0,0,0,0,0,0
Matt Reid,0.375,0,8,0,0,0,0,0,0
Mike Nicholishen,0,0,8,0,0,0,0,0,0
Nicholas Windsor,0.125,0,8,0,0,0,0,0,0
Patrick Jarrett,0.25,0,8,0,0,0,0,0,0
Pierre-Luc Emond,0.25,0,8,0,0,0,0,0,0
Robert Snowball,0.25,0.375,8,0,0,0,0,0,0
Ryan Ginand,1,0,8,0,0,0,0,0,0
Ryan Lang,0.375,0,8,0,0,0,0,0,0
Ryan Spooner,0.875,0,8,0,0,0,0,0,0
Scott Langdon,0.125,0.375,8,0,0,0,0,0,0
Scott Zurevinski,0,0.125,8,0,0,0,0,0,0
Sergei Fedotov,0,0,8,0,0,0,0,0,0
Shaun Peet,0.125,0.125,8,0,0,0,0,0,0
Steve Moses,0.25,0,8,0,0,0,0,0,0
Terry Broadhurst,0.25,0,8,0,0,0,0,0,0
Travis Lisabeth,0,0,8,0,0,0,0,0,0
Travis Novak,0.375,0,8,0,0,0,0,0,0
Travis Smith,0,0,8,0,0,0,0,0,0
Tyler Ludwig,0,0,8,0,0,0,0,0,0
Adam Calder,0,0,9,0,0,0,0,0,0
Alex Chiasson,0.555555556,0.111111111,9,0,0,0,0,0,0
Ben Cottreau,0.555555556,0,9,0,0,0,0,0,0
Bobby Bolt,0.222222222,0,9,0,0,0,0,0,0
Brandon Wong,0.111111111,0,9,0,0,0,0,0,0
Bryce Cockburn,0.222222222,0,9,0,0,0,0,0,0
Chase Trull,0.222222222,0.111111111,9,0,0,0,0,0,0
Chris Leinweber,0,0,9,0,0,0,0,0,0
Cliff Loya,0.222222222,0.111111111,9,0,0,0,0,0,0
Corbin McPherson,0.111111111,0,9,0,0,0,0,0,0
Dan Dries,0.333333333,0,9,0,0,0,0,0,0
Derek Mathers,0,0.333333333,9,0,0,0,0,0,0
Dusty Jamieson,0.111111111,0,9,0,0,0,0,0,0
Francis Nault,0,0,9,0,0,0,0,0,0
Jason Ialongo,0.222222222,0,9,0,0,0,0,0,0
John-Scott Dickson,0.222222222,0,9,0,0,0,0,0,0
Jonathan Hazen,0.111111111,0,9,0,0,0,0,0,0
Karl Stollery,0.777777778,0,9,0,0,0,0,0,0
Konrad McKay,0.222222222,0.222222222,9,0,0,0,0,0,0
Lanny Gare,0,0,9,0,0,0,0,0,0
Lou Dickenson,0,0,9,0,0,0,0,0,0
Mac Faulkner,0,0,9,0,0,0,0,0,0
Marc-Olivier Vallerand,0.222222222,0.111111111,9,0,0,0,0,0,0
Martin Hohenberger,0.111111111,0,9,0,0,0,0,0,0
Matt Pierce,0,0,9,0,0,0,0,0,0
Matt Puempel,0.111111111,0,9,0,0,0,0,0,0
Mike Zanutto,0,0,9,0,0,0,0,0,0
Mitch Maunu,0,0,9,0,0,0,0,0,0
Nathan Gillies,0.111111111,0.111111111,9,0,0,0,0,0,0
Petr Pohl,0.333333333,0,9,0,0,0,0,0,0
Richard Pitirri,0.666666667,0,9,0,0,0,0,0,0
Scooter Smith,0.222222222,0,9,0,0,0,0,0,0
Scott Hotham,0.222222222,0,9,0,0,0,0,0,0
Steve Aronson,0.111111111,0,9,0,0,0,0,0,0
Sylvain Deschatelets,0.444444444,0.222222222,9,0,0,0,0,0,0
Victor Gervais,0.777777778,0,9,0,0,0,0,0,0
Zach Trotman,0.333333333,0,9,0,0,0,0,0,0
Adam Miller,0.1,0,10,0,0,0,0,0,0
Alex Killorn,0.6,0,10,0,0,0,0,0,0
Alexandre Tremblay,0.4,0,10,0,0,0,0,0,0
Andy Silverman,0,0,10,0,0,0,0,0,0
Brandon Elliott,0.1,0.3,10,0,0,0,0,0,0
Brian Day,0.5,0.1,10,0,0,0,0,0,0
Chris Cahill,0,0,10,0,0,0,0,0,0
Dan Preston,0.2,0,10,0,0,0,0,0,0
Daniel Bienvenue,0,0.1,10,0,0,0,0,0,0
Darren Maloney,0.1,0,10,0,0,0,0,0,0
Dave Leaderer,0.1,0,10,0,0,0,0,0,0
David Civitarese,0.1,0,10,0,0,0,0,0,0
Eric Brule,0.3,0,10,0,0,0,0,0,0
Etienne Drapeau,0,0.3,10,0,0,0,0,0,0
Forbes MacPherson,0.4,0,10,0,0,0,0,0,0
Gerard Miller,0.1,0,10,0,0,0,0,0,0
Grady Moore,0,0,10,0,0,0,0,0,0
Jari Viuhkola,0.3,0,10,0,0,0,0,0,0
Josh Harrold,0.4,0,10,0,0,0,0,0,0
Josh MacNevin,0,0,10,0,0,0,0,0,0
Kevin Cormier,0,0.3,10,0,0,0,0,0,0
Kevin Spiewak,0.4,0,10,0,0,0,0,0,0
Konstantin Sidulov,0,0,10,0,0,0,0,0,0
Mathieu Benoit,0.1,0,10,0,0,0,0,0,0
"Matt ""Bud"" Kelly",0.1,0,10,0,0,0,0,0,0
Mike Knight,0,0.1,10,0,0,0,0,0,0
Mike Madill,0.2,0,10,0,0,0,0,0,0
Mike Taylor,0.4,0,10,0,0,0,0,0,0
Olivier Morin,0.1,0.1,10,0,0,0,0,0,0
Paul Esdale,0.2,0,10,0,0,0,0,0,0
Rod Langway,0.1,0,10,0,0,0,0,0,0
Russ Guzior,0.2,0,10,0,0,0,0,0,0
Sergei Skrobot,0.1,0,10,0,0,0,0,0,0
T.J. Syner,0.1,0,10,0,0,0,0,0,0
Thomas Beauregard,0.4,0,10,0,0,0,0,0,0
Tomas Zaborsky,0.4,0,10,0,0,0,0,0,0
Tyler Hostetter,0,0,10,0,0,0,0,0,0
Vratislav Cech,0.1,0,10,0,0,0,0,0,0
Alain St. Hilaire,0.181818182,0,11,0,0,0,0,0,0
Ben Keup,0.090909091,0,11,0,0,0,0,0,0
Brian Farrell,0.181818182,0,11,0,0,0,0,0,0
Brian Lebler,0,0.181818182,11,0,0,0,0,0,0
Bryson Busniuk,0.090909091,0,11,0,0,0,0,0,0
Chris Chappell,0,0.090909091,11,0,0,0,0,0,0
Cole Schneider,0.181818182,0,11,0,0,0,0,0,0
Curtiss Patrick,0.181818182,0,11,0,0,0,0,0,0
Dan Sullivan,0.181818182,0.272727273,11,0,0,0,0,0,0
Darryl LaFrance,0.181818182,0,11,0,0,0,0,0,0
Doug Christiansen,0,0.363636364,11,0,0,0,0,0,0
Dustin VanBallegooie,0.363636364,0,11,0,0,0,0,0,0
Garrett Wilson,0.090909091,0,11,0,0,0,0,0,0
Greg Callahan,0,0.090909091,11,0,0,0,0,0,0
Greg Flynn,0,0,11,0,0,0,0,0,0
Guy Larose,0.545454545,0.090909091,11,0,0,0,0,0,0
Jason Renard,0.090909091,0.272727273,11,0,0,0,0,0,0
Jesse Cook,0.363636364,0,11,0,0,0,0,0,0
Joe Pereira,0.454545455,0,11,0,0,0,0,0,0
Kahlil Thomas,0,0,11,0,0,0,0,0,0
Kelly Harper,0.272727273,0,11,0,0,0,0,0,0
Louis Goulet,0,0,11,0,0,0,0,0,0
Mark Moore,0,0,11,0,0,0,0,0,0
Matt Case,0.090909091,0,11,0,0,0,0,0,0
Matt Craig,0.181818182,0,11,0,0,0,0,0,0
Mike Peron,0.181818182,0,11,0,0,0,0,0,0
Peter Boyd,0.090909091,0,11,0,0,0,0,0,0
Peter Merth,0.181818182,0.181818182,11,0,0,0,0,0,0
Phil Ginand,0.090909091,0,11,0,0,0,0,0,0
Philippe Roy,0.090909091,0,11,0,0,0,0,0,0
R.J. Anderson,0.272727273,0,11,0,0,0,0,0,0
Ryan Chaytors,0.454545455,0,11,0,0,0,0,0,0
Sean Ritchlin,0.181818182,0,11,0,0,0,0,0,0
Steve O'Brien,0.181818182,0,11,0,0,0,0,0,0
Tom Nemeth,0.272727273,0,11,0,0,0,0,0,0
Trevor Roenick,0.545454545,0.090909091,11,0,0,0,0,0,0
Vladimir Gusev,0.090909091,0,11,0,0,0,0,0,0
Anthony Aquino,0,0,12,0,0,0,0,0,0
Austin Smith,0.25,0,12,0,0,0,0,0,0
Ben Eaves,0.5,0,12,0,0,0,0,0,0
Blue Bennefield,0.333333333,0.333333333,12,0,0,0,0,0,0
Bret Meyers,0.583333333,0,12,0,0,0,0,0,0
Brian McCullough,0,0,12,0,0,0,0,0,0
Brian O'Neill,0.166666667,0,12,0,0,0,0,0,0
Bryan Esner,0,0,12,0,0,0,0,0,0
Bryan Richardson,0.333333333,0,12,0,0,0,0,0,0
Connor Goggin,0.166666667,0,12,0,0,0,0,0,0
Dan Charleston,0,0,12,0,0,0,0,0,0
Doug Andress,0.25,0,12,0,0,0,0,0,0
Evan Cheverie,0.25,0,12,0,0,0,0,0,0
Gabe Guentzel,0,0,12,0,0,0,0,0,0
Greg Lakovic,0.166666667,0.416666667,12,0,0,0,0,0,0
Hugo Marchand,0,0.083333333,12,0,0,0,0,0,0
Jake Marto,0.25,0,12,0,0,0,0,0,0
Jean-Francois Soucy,0.333333333,0.166666667,12,0,0,0,0,0,0
Jerome Marois,0,0,12,0,0,0,0,0,0
Johan Ryno,0.583333333,0,12,0,0,0,0,0,0
Keith Johnson,0.166666667,0,12,0,0,0,0,0,0
Kurt Miller,0.25,0,12,0,0,0,0,0,0
Kyle Bushee,0.25,0,12,0,0,0,0,0,0
Landon Bathe,0,0.166666667,12,0,0,0,0,0,0
Lukas Smital,0.166666667,0,12,0,0,0,0,0,0
Mark Tobin,0.083333333,0.083333333,12,0,0,0,0,0,0
Matt Beca,0.166666667,0,12,0,0,0,0,0,0
Matt Waddell,0,0,12,0,0,0,0,0,0
Mike Gaffney,0,0,12,0,0,0,0,0,0
Mike Maurice,0.416666667,0,12,0,0,0,0,0,0
Nick Checco,0,0,12,0,0,0,0,0,0
Rene Chapdelaine,0.166666667,0,12,0,0,0,0,0,0
Ryan Black,0.25,0,12,0,0,0,0,0,0
Tim Filangieri,0.083333333,0,12,0,0,0,0,0,0
Troy Ferguson,0.166666667,0,12,0,0,0,0,0,0
Vladimir Sapozhnikov,0,0,12,0,0,0,0,0,0
Alex Hutchings,0.384615385,0,13,0,0,0,0,0,0
Aniket Dhadphale,0.230769231,0,13,0,0,0,0,0,0
Brennan Turner,0.076923077,0.307692308,13,0,0,0,0,0,0
Bryan Duce,0.076923077,0,13,0,0,0,0,0,0
Bryan Ewing,0.153846154,0,13,0,0,0,0,0,0
Bryan Rufenach,0.153846154,0.076923077,13,0,0,0,0,0,0
Chanse Fitzpatrick,0.076923077,0.230769231,13,0,0,0,0,0,0
Colin Pepperall,0.076923077,0,13,0,0,0,0,0,0
Corey Neilson,0.153846154,0.076923077,13,0,0,0,0,0,0
Dean Stork,0.153846154,0.076923077,13,0,0,0,0,0,0
Denis Chervyakov,0,0.076923077,13,0,0,0,0,0,0
Gleason Fournier,0.307692308,0,13,0,0,0,0,0,0
Jarrett Konkle,0.230769231,0,13,0,0,0,0,0,0
Jean-Francois Dufour,0.230769231,0,13,0,0,0,0,0,0
Jean-Philippe Soucy,0.153846154,0.230769231,13,0,0,0,0,0,0
Jeremy Van Hoof,0.076923077,0,13,0,0,0,0,0,0
Jim Brown,0.615384615,0,13,0,0,0,0,0,0
Jody Pederson,0.230769231,0,13,0,0,0,0,0,0
Joe Harney,0.384615385,0,13,0,0,0,0,0,0
Joe Rooney,0.230769231,0,13,0,0,0,0,0,0
Joel Trottier,0.307692308,0.076923077,13,0,0,0,0,0,0
Josef Fojtik,0.153846154,0,13,0,0,0,0,0,0
Kevin DeVergilio,0.076923077,0,13,0,0,0,0,0,0
Lorne Toews,0.461538462,0,13,0,0,0,0,0,0
Louie Caporusso,0,0,13,0,0,0,0,0,0
Martin Lamarche,0,0.615384615,13,0,0,0,0,0,0
Maury Edwards,0.153846154,0,13,0,0,0,0,0,0
Nick Stajduhar,0,0,13,0,0,0,0,0,0
Rylan Galiardi,0.153846154,0,13,0,0,0,0,0,0
Scott Bertoli,0.384615385,0,13,0,0,0,0,0,0
Sebastian Stalberg,0.384615385,0,13,0,0,0,0,0,0
Vaclav Nedomansky,0.461538462,0,13,0,0,0,0,0,0
Adam Perry,0.214285714,0.071428571,14,0,0,0,0,0,0
Andy Brandt,0.285714286,0,14,0,0,0,0,0,0
Arttu Kayhko,0.285714286,0,14,0,0,0,0,0,0
Brad Hunt,0.357142857,0,14,0,0,0,0,0,0
Brad Wingfield,0.071428571,0.642857143,14,0,0,0,0,0,0
Chad Ackerman,0,0,14,0,0,0,0,0,0
D'Arcy McConvey,0.071428571,0,14,0,0,0,0,0,0
Elgin Reid,0.214285714,0,14,0,0,0,0,0,0
Guillaume Monast,0.071428571,0,14,0,0,0,0,0,0
Jason Crain,0,0,14,0,0,0,0,0,0
Louis Liotti,0.071428571,0,14,0,0,0,0,0,0
Mark Chaplin,0.142857143,0,14,0,0,0,0,0,0
Mark Jackson,0.142857143,0,14,0,0,0,0,0,0
Marty Clapton,0.285714286,0,14,0,0,0,0,0,0
Olaf Kjenstad,0.285714286,0,14,0,0,0,0,0,0
Richard Keyes,0.214285714,0,14,0,0,0,0,0,0
Richard Stehlik,0.071428571,0,14,0,0,0,0,0,0
Scott Fletcher,0,0.285714286,14,0,0,0,0,0,0
Alex Hudson,0,0.066666667,15,0,0,0,0,0,0
Brad Zancanaro,0.133333333,0,15,0,0,0,0,0,0
Brendan Connolly,0.133333333,0.066666667,15,0,0,0,0,0,0
Calvin Elfring,0.2,0,15,0,0,0,0,0,0
Frank Littlejohn,0.133333333,0.2,15,0,0,0,0,0,0
Janne Hauhtonen,0.6,0,15,0,0,0,0,0,0
Joe Blaznek,0.533333333,0,15,0,0,0,0,0,0
John Spoltore,0.733333333,0,15,0,0,0,0,0,0
Justin Sawyer,0,0.133333333,15,0,0,0,0,0,0
Justin Vaive,0,0.133333333,15,0,0,0,0,0,0
Mark Dutiaume,0.066666667,0,15,0,0,0,0,0,0
Matt Eldred,0,0,15,0,0,0,0,0,0
Matt McIlvane,0.4,0,15,0,0,0,0,0,0
Andy Bohmbach,0.1875,0,16,0,0,0,0,0,0
Clint Collins,0,0.375,16,0,0,0,0,0,0
Daniel Koger,0.125,0,16,0,0,0,0,0,0
Denis Timofeev,0.0625,0,16,0,0,0,0,0,0
Derick Martin,0.125,0.0625,16,0,0,0,0,0,0
Jesse Gimblett,0.1875,0.125,16,0,0,0,0,0,0
Joe Tallari,0.375,0,16,0,0,0,0,0,0
Justin Bourne,0.3125,0,16,0,0,0,0,0,0
Kenny Ryan,0.0625,0.0625,16,0,0,0,0,0,0
Lee Jinman,0.3125,0,16,0,0,0,0,0,0
Mark O'Leary,0.25,0.1875,16,0,0,0,0,0,0
Mark Pandolfo,0.3125,0,16,0,0,0,0,0,0
Michael Hackert,0.1875,0,16,0,0,0,0,0,0
Nathan Morin,0,0.25,16,0,0,0,0,0,0
Ryan Burgoyne,0.1875,0.0625,16,0,0,0,0,0,0
Ryan Martindale,0.125,0,16,0,0,0,0,0,0
Sergei Klyazmin,0,0,16,0,0,0,0,0,0
T.J. McElroy,0.1875,0,16,0,0,0,0,0,0
Tim Verbeek,0.1875,0.125,16,0,0,0,0,0,0
Vadim Khomitsky,0.5,0.0625,16,0,0,0,0,0,0
Brad Rooney,0.470588235,0,17,0,0,0,0,0,0
Colin Beardsmore,0.058823529,0,17,0,0,0,0,0,0
Colin Chaulk,0.235294118,0.058823529,17,0,0,0,0,0,0
Darren Wetherill,0,0,17,0,0,0,0,0,0
Dave Bonk,0.235294118,0,17,0,0,0,0,0,0
Denis Bodrov,0.235294118,0,17,0,0,0,0,0,0
Dick Axelsson,0.294117647,0,17,0,0,0,0,0,0
Dirk Southern,0.235294118,0,17,0,0,0,0,0,0
Fred Knipscheer,0.411764706,0,17,0,0,0,0,0,0
Jeff Miles,0.117647059,0,17,0,0,0,0,0,0
Jesse Rezansoff,0.176470588,0.529411765,17,0,0,0,0,0,0
Jordan Fox,0.235294118,0,17,0,0,0,0,0,0
